like par.grad public gpa
2	0	0	3.26 
1	1	0	3.21 
0	1	1	3.94 
1	0	0	2.81 
1	0	0	2.53 
0	0	1	2.59 
1	0	0	2.56 
1	0	0	2.73 
0	0	0	3 
1	1	0	3.5 
0	1	1	3.65 
1	0	0	2.84 
2	0	1	3.9 
1	0	0	2.68 
0	1	0	3.57 
0	0	0	3.09 
0	0	1	3.5 
0	0	0	2.17 
2	0	1	3.36 
1	0	0	3.4 
2	0	0	2.75 
1	1	0	3.2 
0	0	0	2.44 
0	0	0	2.83 
0	0	1	3 
1	0	1	3.27 
1	1	0	3.14 
1	0	0	3.37 
2	0	1	2.79 
0	0	0	2.9 
1	0	0	3.38 
0	0	1	2.95 
0	0	0	2.98 
0	1	1	3.81 
0	0	0	2.74 
0	0	0	2.62 
0	0	0	2.85 
1	0	0	2.5 
1	0	0	2.75 
0	0	0	2.26 
0	0	0	2.03 
1	1	0	2.85 
0	0	0	2.72 
1	0	0	2.89 
1	1	0	2.47 
0	0	0	3.04 
0	0	0	3.1 
0	0	0	2.57 
0	0	0	2.09 
1	0	0	2.94 
0	0	0	3.45 
0	0	0	2.76 
2	0	1	2.96 
0	0	0	2.89 
1	0	0	2.97 
1	0	1	3.91 
1	0	0	2.77 
0	0	0	2.51 
0	0	0	3.24 
0	0	0	2.44 
1	0	0	2.78 
0	0	0	2.94 
0	1	0	3.22 
0	0	0	3.5  
2	1	0	3.57 
1	0	0	3.17 
0	0	1	3.23 
0	0	0	2.91 
0	0	0	3.28 
0	0	1	3.32 
0	0	0	3.62 
0	0	0	2.55 
0	0	0	2.97 
2	1	0	3.63 
0	0	1	3.02 
0	0	1	3.6  
0	0	0	2.95 
2	1	1	3.81 
1	1	0	2.68 
0	1	0	3.72 
0	0	0	2.49 
0	0	0	2.72 
0	1	0	2.25 
0	0	0	2.53 
0	0	0	3.26 
2	0	0	2.57 
0	0	0	2.9  
0	0	0	3.05 
1	0	0	2.85 
1	0	0	4    
2	1	0	3.4  
1	0	1	3.24 
0	0	1	3.51 
2	0	0	2.55 
0	0	0	3.06 
2	0	0	3    
1	0	0	3.13 
0	0	0	3.16 
1	0	0	2.47 
1	0	0	2.89 
0	0	0	2.74 
0	0	0	3.16 
0	0	0	2.92 
1	0	0	3.57 
1	1	0	3.49 
1	0	1	2.56 
1	1	0	3.12 
1	1	0	2.65 
1	0	0	2.51 
1	0	0	3.08 
1	0	0	2.65 
0	0	0	2.99 
0	0	0	2.63 
1	0	0	2.8  
1	0	1	3.46 
0	0	0	3.61 
0	0	0	3.08 
0	1	0	3.28 
0	0	1	3.31 
0	0	0	2.57 
1	0	0	3.39 
0	0	0	2.26 
0	0	0	2.42 
0	0	0	2.6  
1	1	1	3.44 
1	0	0	2.98 
1	1	0	3.09 
0	0	1	3.34 
0	0	0	2.84 
0	0	0	2.81 
0	0	0	2.79 
0	0	0	2.4  
0	0	0	3.02 
1	0	0	2.65 
1	0	0	2.55 
1	1	0	3.12 
0	0	0	2.98 
2	1	0	3.61 
0	0	0	2.98 
0	0	0	3.19 
0	0	0	3.51 
0	0	0	3.1  
0	0	0	3.55 
0	0	0	2.98 
2	0	0	2.99 
0	0	0	3.05 
0	0	0	2.99 
0	0	0	2.32 
0	0	0	2.5  
0	0	1	2.9  
2	1	1	3.28 
1	0	0	2.95 
1	0	0	3.54 
1	0	0	3.11 
0	1	0	3.25 
0	0	0	2.44 
0	0	0	2.13 
1	0	0	3.22 
1	0	0	3.16 
0	0	0	3.39 
1	0	0	2.7  
1	0	0	3.09 
1	0	0	3.16 
0	0	0	2.28 
0	0	0	2.91 
0	0	0	3.65 
0	0	0	2.86 
0	0	1	3.39 
0	0	0	3.71 
0	0	0	3.25 
0	0	0	3.14 
0	0	0	2.41 
1	0	0	3.08 
0	0	1	3.02 
1	0	0	3.15 
2	0	0	2.95 
0	0	0	2.22 
1	0	0	2.86 
1	1	0	2.88 
